id,incident_date,incident_time,reporting_channel,follow_up_status,is_anonymous,created_at,updated_at,location,incident_type,severity_level,victim_age,victim_gender,perpetrator_relationship,support_provided,notes,is_acknowledged,acknowledged_at,last_verified_location,location_confidence,location_source,latitude,location_accuracy,longitude,reporter_type
555,8/28/2025,22:31,Community Center,Ongoing,FALSE,8/28/2025 6:00,8/29/2025 18:00,Ibadan,Domestic Violence,Medium,24,Female,Guardian,Counseling,"This has been happening for two years. I finally found the courage to report. He controls everything — money, movement. I need support to leave.",FALSE,,Ibadan,medium,manual_entry,7.397102,232.5,3.91239,victim
556,8/29/2025,10:38,Mobile App,Ongoing,FALSE,8/29/2025 1:00,8/29/2025 10:00,Lagos,Harassment,Medium,66,Female,Guardian,Shelter,"I witnessed a man verbally abusing a woman at a bus stop, calling her terrible names. She was in tears. I followed up to make sure she was okay and she asked me to report.",FALSE,,Lagos,medium,gps,6.555983,25.7,3.351644,bystander
557,8/29/2025,13:58,Mobile App,Ongoing,FALSE,8/29/2025 18:00,8/30/2025 23:00,Bauchi,Domestic Violence,High,28,Male,Partner,Counseling,I am a neighbour. The woman in the apartment beside mine has been coming out with bruises. She seems too afraid to report herself so I am doing it.,TRUE,8/29/2025 22:00,Bauchi,high,gps,10.288182,19.4,9.847897,bystander
558,8/30/2025,2:00,Dashboard,Ongoing,FALSE,8/31/2025 3:00,9/2/2025 20:00,Owerri,Sexual Assault,Critical,51,Female,Neighbor,Counseling,A woman came to my door last night looking terrified. She said she had been assaulted nearby. I let her in and I am reporting on her behalf.,TRUE,8/31/2025 5:00,Owerri,high,gps,5.492894,28.7,7.041309,bystander
559,8/30/2025,11:29,Dashboard,Ongoing,FALSE,8/31/2025 21:00,9/3/2025 6:00,Abeokuta,Harassment,Low,17,Female,Teacher,Counseling,A girl in my office has been visibly distressed. I found out she is being harassed by a senior colleague. She is afraid of losing her job so I am reporting.,FALSE,,Abeokuta,high,gps,7.106649,23.9,3.399646,bystander
560,8/30/2025,17:41,Community Center,Ongoing,TRUE,8/31/2025 14:00,8/31/2025 18:00,Jos,Harassment,Medium,48,Female,Stranger,Shelter,I have been receiving threatening messages from someone I rejected. He knows where I live and I am very scared.,TRUE,8/31/2025 19:00,Jos,low,manual_entry,9.87306,354.6,8.821251,victim
561,8/31/2025,2:14,Mobile App,Ongoing,FALSE,9/1/2025 3:00,9/3/2025 1:00,Bauchi,Sexual Assault,Critical,54,Male,Employer,Shelter,A colleague assaulted me after a work event. I kept quiet because he is my senior and I was afraid. I cannot keep this to myself anymore.,TRUE,9/1/2025 4:00,Bauchi,high,gps,10.354675,11.2,9.889765,victim
562,8/31/2025,14:05,Mobile App,Closed,FALSE,9/1/2025 20:00,9/3/2025 16:00,Abuja,Others,High,5,Male,Teacher,Legal Aid,I saw a woman being dragged into a car against her will near the junction. I screamed and people came but the car drove off. I am reporting what I saw.,TRUE,9/1/2025 23:00,Abuja,high,gps,9.112713,16.9,7.429552,bystander
563,8/31/2025,19:40,Community Center,Ongoing,FALSE,9/1/2025 13:00,9/3/2025 0:00,Onitsha,Child Abuse,Critical,9,Male,Relative,Shelter,My teacher beats me with a cane almost every day for small mistakes. I have marks on my back and legs. I am afraid to go to school.,TRUE,9/2/2025 1:00,Onitsha,low,manual_entry,6.158324,274.5,6.792086,victim
564,9/1/2025,17:35,Mobile App,Ongoing,TRUE,9/3/2025 0:00,9/4/2025 7:00,Ibadan,Harassment,Medium,14,Female,Teacher,Medical Care,My friend has been showing me messages she is getting from someone who is threatening her. She is too embarrassed to report so I am doing it for her.,FALSE,,Ibadan,high,gps,7.336199,25.9,3.937845,bystander
565,9/2/2025,2:56,Hotline,Ongoing,FALSE,9/2/2025 7:00,9/2/2025 23:00,Enugu,Sexual Assault,Critical,7,Male,Stranger,Counseling,A colleague assaulted me after a work event. I kept quiet because he is my senior and I was afraid. I cannot keep this to myself anymore.,FALSE,,Enugu,medium,manual_entry,6.445669,326.2,7.522375,victim
566,9/2/2025,2:59,Mobile App,Ongoing,FALSE,9/3/2025 0:00,9/4/2025 17:00,Benin,Others,Critical,19,Male,Employer,Counseling,I heard a loud argument followed by screaming from a nearby building. When I went to check I found someone badly hurt. I called for help and I am also reporting here.,TRUE,9/3/2025 10:00,Benin,high,gps,6.357342,9.6,5.603288,bystander
567,9/2/2025,8:08,Community Center,Ongoing,FALSE,9/2/2025 15:00,9/3/2025 8:00,Owerri,Sexual Assault,Critical,63,Male,Spouse,Shelter,I found my younger sister crying and she told me what happened to her. She does not want our parents to know. I am reporting because she needs help.,TRUE,9/2/2025 22:00,Owerri,low,manual_entry,5.441705,276.1,7.005318,bystander
568,9/2/2025,11:01,Hotline,Ongoing,FALSE,9/3/2025 6:00,9/3/2025 22:00,Onitsha,Child Abuse,Critical,59,Female,Relative,Shelter,I am 14 years old. My father beats me and my siblings severely. He broke my arm last month. I need someone to help us.,TRUE,9/3/2025 14:00,Onitsha,low,manual_entry,6.161126,55.3,6.744613,victim
569,9/2/2025,13:14,Dashboard,Closed,FALSE,9/3/2025 14:00,9/4/2025 3:00,Port Harcourt,Sexual Assault,Critical,17,Female,Colleague,Legal Aid,I found my younger sister crying and she told me what happened to her. She does not want our parents to know. I am reporting because she needs help.,TRUE,9/4/2025 1:00,Port Harcourt,high,gps,4.850721,9.7,7.049315,bystander
570,9/2/2025,14:13,Mobile App,Ongoing,FALSE,9/2/2025 18:00,9/5/2025 7:00,Lagos,Domestic Violence,Critical,27,Male,Colleague,Legal Aid,"He threw me against the wall and broke my phone. I borrowed a neighbour's phone to report. I cannot go back home, it is not safe.",FALSE,,Lagos,high,gps,6.522459,17.5,3.388441,victim
571,9/2/2025,14:16,Mobile App,Closed,FALSE,9/3/2025 21:00,9/5/2025 21:00,Kaduna,Sexual Assault,Critical,40,Female,Teacher,Shelter,I was assaulted by someone I considered a friend. He threatened me not to tell anyone. I am finally speaking out because I cannot carry this alone.,TRUE,9/4/2025 9:00,Kaduna,high,gps,10.542968,16.3,7.401281,victim
572,9/2/2025,22:27,Dashboard,Ongoing,FALSE,9/3/2025 20:00,9/5/2025 2:00,Benin,Domestic Violence,Medium,9,Female,Colleague,Medical Care,I am a neighbour. The woman in the apartment beside mine has been coming out with bruises. She seems too afraid to report herself so I am doing it.,FALSE,,Benin,high,gps,6.352802,18.9,5.610273,bystander
573,9/3/2025,15:07,Dashboard,Closed,FALSE,9/3/2025 10:00,9/4/2025 6:00,Bauchi,Domestic Violence,Medium,19,Male,Partner,Shelter,He came home drunk and started hitting me. My children were watching. I am hiding with them in the backyard. Please come quickly.,TRUE,9/4/2025 2:00,Bauchi,high,gps,10.292503,15.5,9.882063,victim
574,9/4/2025,10:31,Hotline,Ongoing,FALSE,9/5/2025 10:00,9/8/2025 7:00,Bauchi,Harassment,High,36,Female,Stranger,Legal Aid,My landlord keeps coming to my room uninvited and making uncomfortable advances. I have asked him to stop but it has continued.,FALSE,,Bauchi,medium,manual_entry,10.345543,162.9,9.860045,victim
575,9/4/2025,22:35,Mobile App,Ongoing,FALSE,9/4/2025 7:00,9/5/2025 4:00,Kano,Harassment,Medium,66,Female,Teacher,Medical Care,"I witnessed a man verbally abusing a woman at a bus stop, calling her terrible names. She was in tears. I followed up to make sure she was okay and she asked me to report.",TRUE,9/4/2025 12:00,Kano,medium,gps,12.037258,7.4,8.628729,bystander
576,8/15/2025,8:02,Hotline,Closed,FALSE,8/16/2025 0:00,8/17/2025 23:00,Owerri,Others,Low,55,Female,Colleague,Medical Care,I witnessed a violent attack on a man near the motor park. The victim was seriously injured. I helped him to safety and I am now reporting the incident.,TRUE,8/16/2025 18:00,Owerri,medium,manual_entry,5.504436,204.9,7.067001,bystander
577,8/13/2025,9:44,Hotline,Ongoing,FALSE,8/13/2025 23:00,8/15/2025 1:00,Ibadan,Sexual Assault,Critical,16,Male,Colleague,Medical Care,A woman came to my door last night looking terrified. She said she had been assaulted nearby. I let her in and I am reporting on her behalf.,TRUE,8/14/2025 10:00,Ibadan,low,manual_entry,7.397247,490.7,3.965014,bystander
578,9/1/2025,14:10,Community Center,Ongoing,FALSE,9/1/2025 21:00,9/4/2025 15:00,Uyo,Harassment,Medium,57,Female,Stranger,Medical Care,A girl in my office has been visibly distressed. I found out she is being harassed by a senior colleague. She is afraid of losing her job so I am reporting.,TRUE,9/2/2025 9:00,Uyo,low,manual_entry,5.049561,221.5,7.938072,bystander
579,9/6/2025,2:00,Mobile App,Closed,FALSE,9/7/2025 17:00,9/8/2025 12:00,Uyo,Harassment,Medium,70,Female,Stranger,Medical Care,"I saw a group of men surrounding a young woman at the market, touching her and refusing to let her pass. She looked terrified. I am reporting on her behalf.",TRUE,9/7/2025 23:00,Uyo,high,gps,5.003561,15.5,7.950887,bystander
580,9/6/2025,2:14,Hotline,Ongoing,FALSE,9/6/2025 6:00,9/7/2025 3:00,Benin,Others,Critical,44,Male,Employer,Shelter,My elderly neighbour was beaten and robbed inside her compound. She is hospitalised now. I am reporting on her behalf as her family is being contacted.,TRUE,9/6/2025 12:00,Benin,medium,manual_entry,6.372184,369.7,5.556625,bystander
581,9/6/2025,8:38,Hotline,Ongoing,FALSE,9/7/2025 5:00,9/9/2025 4:00,Kaduna,Harassment,Medium,62,Female,Teacher,Legal Aid,My supervisor has been making inappropriate comments about my body for weeks. Today he touched me without my consent. I feel unsafe at work.,FALSE,,Kaduna,medium,manual_entry,10.543082,236.3,7.379387,victim
582,9/6/2025,18:36,Community Center,Closed,FALSE,9/6/2025 9:00,9/7/2025 16:00,Bauchi,Harassment,High,66,Female,Partner,Shelter,"I saw a group of men surrounding a young woman at the market, touching her and refusing to let her pass. She looked terrified. I am reporting on her behalf.",TRUE,9/7/2025 7:00,Bauchi,low,manual_entry,10.299312,144.8,9.868551,bystander
583,9/7/2025,8:12,Mobile App,Closed,FALSE,9/7/2025 7:00,9/7/2025 16:00,Kano,Harassment,Medium,30,Female,Teacher,Legal Aid,My supervisor has been making inappropriate comments about my body for weeks. Today he touched me without my consent. I feel unsafe at work.,TRUE,9/7/2025 23:00,Kano,high,gps,11.968276,24.3,8.623797,victim
584,9/7/2025,13:36,Dashboard,Ongoing,FALSE,9/7/2025 17:00,9/8/2025 13:00,Uyo,Sexual Assault,Critical,12,Female,Partner,Legal Aid,I found my younger sister crying and she told me what happened to her. She does not want our parents to know. I am reporting because she needs help.,TRUE,9/8/2025 0:00,Uyo,high,gps,5.070913,23.4,7.913547,bystander
585,9/7/2025,15:11,Hotline,Ongoing,TRUE,9/7/2025 9:00,9/10/2025 5:00,Onitsha,Sexual Assault,Critical,40,Female,Colleague,Medical Care,My roommate told me she was assaulted last week. She has been very withdrawn since then. I convinced her to let me report so she can get support.,FALSE,,Onitsha,medium,manual_entry,6.093439,437.2,6.765704,bystander
586,9/5/2025,16:12,Community Center,Ongoing,FALSE,9/6/2025 6:00,9/9/2025 4:00,Bauchi,Sexual Assault,Critical,57,Female,Relative,Shelter,I was assaulted by someone I considered a friend. He threatened me not to tell anyone. I am finally speaking out because I cannot carry this alone.,FALSE,,Bauchi,low,manual_entry,10.327493,486.3,9.892319,victim
587,9/7/2025,21:59,Hotline,Closed,FALSE,9/8/2025 15:00,9/11/2025 2:00,Lagos,Sexual Assault,High,64,Female,Relative,Counseling,A woman came to my door last night looking terrified. She said she had been assaulted nearby. I let her in and I am reporting on her behalf.,TRUE,9/9/2025 12:00,Lagos,medium,manual_entry,6.537581,285.6,3.35518,bystander
588,9/7/2025,23:31,Dashboard,Ongoing,FALSE,9/8/2025 7:00,9/11/2025 5:00,Jos,Domestic Violence,Medium,61,Male,Spouse,Legal Aid,I have been beaten repeatedly by my partner. Tonight was the worst. I am at a neighbour's house right now. Please send help.,TRUE,9/8/2025 9:00,Jos,high,gps,9.909901,15.3,8.862299,victim
589,9/8/2025,4:36,Dashboard,Closed,FALSE,9/8/2025 1:00,9/8/2025 2:00,Jos,Domestic Violence,High,17,Male,Colleague,Counseling,My colleague came to work today with a swollen eye. She said she fell but I do not believe her. I am reporting because I am concerned for her.,TRUE,9/8/2025 18:00,Jos,high,gps,9.924485,13.6,8.818998,bystander
590,9/8/2025,16:23,Dashboard,Closed,FALSE,9/8/2025 1:00,9/10/2025 16:00,Ibadan,Child Abuse,Critical,7,Female,Guardian,Medical Care,My uncle has been touching me in ways that make me uncomfortable. I told my mother but she did not believe me. Please help me.,TRUE,9/8/2025 17:00,Ibadan,high,gps,7.403603,24.9,3.951127,victim
591,8/20/2025,2:24,Mobile App,Ongoing,FALSE,8/21/2025 12:00,8/23/2025 12:00,Ibadan,Others,Critical,18,Male,Neighbor,Legal Aid,I heard a loud argument followed by screaming from a nearby building. When I went to check I found someone badly hurt. I called for help and I am also reporting here.,TRUE,8/21/2025 21:00,Ibadan,high,gps,7.423799,9.1,3.931187,bystander
592,9/9/2025,9:25,Mobile App,Ongoing,TRUE,9/9/2025 15:00,9/11/2025 1:00,Lagos,Domestic Violence,High,24,Female,Neighbor,Shelter,I witnessed the man beating his wife in the compound. She fell down. She told me not to report but I am very worried about her safety.,TRUE,9/10/2025 2:00,Lagos,medium,gps,6.537662,25.2,3.422403,bystander
593,9/10/2025,2:28,Community Center,Ongoing,FALSE,9/11/2025 18:00,9/14/2025 15:00,Kano,Harassment,High,65,Female,Relative,Shelter,"I saw a group of men surrounding a young woman at the market, touching her and refusing to let her pass. She looked terrified. I am reporting on her behalf.",FALSE,,Kano,low,manual_entry,11.962451,132.1,8.635723,bystander
594,9/10/2025,5:11,Community Center,Ongoing,FALSE,9/11/2025 17:00,9/14/2025 4:00,Benin,Harassment,Low,7,Female,Stranger,Legal Aid,"A man followed me from the bus stop all the way to my street, making sexual remarks. I had to enter a shop to escape him. I am still shaking.",TRUE,9/11/2025 22:00,Benin,medium,manual_entry,6.353789,134.5,5.560484,victim
595,9/10/2025,8:04,Dashboard,Ongoing,FALSE,9/10/2025 4:00,9/13/2025 1:00,Lagos,Child Abuse,Critical,22,Male,Spouse,Legal Aid,My teacher beats me with a cane almost every day for small mistakes. I have marks on my back and legs. I am afraid to go to school.,TRUE,9/10/2025 6:00,Lagos,high,gps,6.504496,22.9,3.400017,victim
596,9/10/2025,17:29,Community Center,Ongoing,FALSE,9/10/2025 6:00,9/11/2025 2:00,Lagos,Domestic Violence,High,12,Female,Teacher,Medical Care,I witnessed the man beating his wife in the compound. She fell down. She told me not to report but I am very worried about her safety.,TRUE,9/10/2025 10:00,Lagos,medium,manual_entry,6.481135,403.6,3.387417,bystander
597,9/10/2025,23:48,Dashboard,Ongoing,TRUE,9/11/2025 6:00,9/11/2025 11:00,Abeokuta,Others,Critical,14,Female,Partner,Legal Aid,I saw a woman being dragged into a car against her will near the junction. I screamed and people came but the car drove off. I am reporting what I saw.,TRUE,9/11/2025 9:00,Abeokuta,high,gps,7.132088,6.8,3.373992,bystander
598,9/11/2025,18:42,Mobile App,Ongoing,FALSE,9/11/2025 13:00,9/12/2025 22:00,Owerri,Harassment,High,70,Female,Employer,Medical Care,My landlord keeps coming to my room uninvited and making uncomfortable advances. I have asked him to stop but it has continued.,FALSE,,Owerri,high,gps,5.438174,29.4,7.070454,victim
599,9/12/2025,1:46,Community Center,Ongoing,TRUE,9/13/2025 5:00,9/14/2025 13:00,Kano,Harassment,Medium,9,Female,Colleague,Counseling,Three boys from my street harass me every day on my way to school. They block my path and say terrible things. I cannot take it anymore.,FALSE,,Kano,medium,manual_entry,12.049549,380.9,8.638888,victim
600,9/13/2025,9:28,Community Center,Ongoing,FALSE,9/14/2025 19:00,9/15/2025 22:00,Kano,Domestic Violence,High,10,Male,Relative,Shelter,He came home drunk and started hitting me. My children were watching. I am hiding with them in the backyard. Please come quickly.,TRUE,9/15/2025 6:00,Kano,medium,manual_entry,12.027165,121.4,8.555009,victim
601,9/13/2025,23:12,Dashboard,Closed,FALSE,9/14/2025 12:00,9/17/2025 7:00,Port Harcourt,Domestic Violence,Medium,58,Female,Spouse,Shelter,I live next door and I can hear screaming almost every night. Tonight I saw her running out with blood on her face. I called for help on her behalf.,TRUE,9/14/2025 16:00,Port Harcourt,medium,gps,4.841426,12.5,7.002259,bystander
602,9/6/2025,6:08,Mobile App,Ongoing,TRUE,9/7/2025 19:00,9/8/2025 23:00,Kaduna,Domestic Violence,High,53,Female,Employer,Shelter,I have been beaten repeatedly by my partner. Tonight was the worst. I am at a neighbour's house right now. Please send help.,FALSE,,Kaduna,high,gps,10.462712,13.1,7.398861,victim
603,9/14/2025,13:11,Dashboard,Ongoing,TRUE,9/15/2025 14:00,9/16/2025 6:00,Kaduna,Domestic Violence,Critical,68,Female,Teacher,Medical Care,My colleague came to work today with a swollen eye. She said she fell but I do not believe her. I am reporting because I am concerned for her.,TRUE,9/15/2025 18:00,Kaduna,high,gps,10.509364,19.5,7.443541,bystander
604,9/14/2025,15:22,Community Center,Closed,TRUE,9/14/2025 10:00,9/16/2025 10:00,Abuja,Child Abuse,Critical,66,Female,Neighbor,Counseling,I noticed a child in my neighbourhood with burns and bruises on different parts of her body. When I asked she said her father did it. I am very worried.,TRUE,9/14/2025 13:00,Abuja,medium,manual_entry,9.09483,91.1,7.39319,bystander
605,9/14/2025,22:00,Mobile App,Closed,TRUE,9/14/2025 4:00,9/16/2025 2:00,Lagos,Domestic Violence,High,6,Female,Guardian,Legal Aid,"He threw me against the wall and broke my phone. I borrowed a neighbour's phone to report. I cannot go back home, it is not safe.",TRUE,9/15/2025 1:00,Lagos,medium,gps,6.501763,24.8,3.428912,victim
606,9/14/2025,22:41,Dashboard,Closed,FALSE,9/14/2025 15:00,9/16/2025 8:00,Lagos,Sexual Assault,Critical,50,Female,Relative,Medical Care,I found my younger sister crying and she told me what happened to her. She does not want our parents to know. I am reporting because she needs help.,TRUE,9/15/2025 9:00,Lagos,high,gps,6.517018,25.1,3.374339,bystander
607,9/15/2025,5:06,Mobile App,Closed,FALSE,9/15/2025 2:00,9/17/2025 3:00,Kaduna,Sexual Assault,Critical,20,Female,Neighbor,Medical Care,My roommate told me she was assaulted last week. She has been very withdrawn since then. I convinced her to let me report so she can get support.,TRUE,9/15/2025 14:00,Kaduna,high,gps,10.476862,27.5,7.445981,bystander
608,9/15/2025,5:29,Community Center,Closed,FALSE,9/16/2025 12:00,9/18/2025 2:00,Port Harcourt,Domestic Violence,Medium,40,Female,Guardian,Medical Care,I witnessed the man beating his wife in the compound. She fell down. She told me not to report but I am very worried about her safety.,TRUE,9/17/2025 6:00,Port Harcourt,low,manual_entry,4.834968,305,7.021877,bystander
609,8/25/2025,10:25,Dashboard,Closed,FALSE,8/26/2025 23:00,8/29/2025 11:00,Kaduna,Harassment,Medium,26,Female,Stranger,Counseling,My supervisor has been making inappropriate comments about my body for weeks. Today he touched me without my consent. I feel unsafe at work.,TRUE,8/27/2025 8:00,Kaduna,medium,gps,10.468738,27.9,7.43455,victim
610,9/16/2025,8:12,Community Center,Ongoing,FALSE,9/17/2025 10:00,9/18/2025 6:00,Jos,Sexual Assault,Critical,23,Female,Teacher,Counseling,I found my younger sister crying and she told me what happened to her. She does not want our parents to know. I am reporting because she needs help.,TRUE,9/17/2025 15:00,Jos,medium,manual_entry,9.911951,50.3,8.835626,bystander
611,9/18/2025,18:18,Mobile App,Ongoing,TRUE,9/18/2025 2:00,9/20/2025 1:00,Enugu,Harassment,Low,42,Female,Stranger,Counseling,My friend has been showing me messages she is getting from someone who is threatening her. She is too embarrassed to report so I am doing it for her.,FALSE,,Enugu,medium,gps,6.503486,6.6,7.511506,bystander
612,9/18/2025,21:10,Community Center,Ongoing,TRUE,9/19/2025 10:00,9/22/2025 2:00,Abeokuta,Harassment,Low,29,Female,Employer,Legal Aid,"I saw a group of men surrounding a young woman at the market, touching her and refusing to let her pass. She looked terrified. I am reporting on her behalf.",FALSE,,Abeokuta,medium,manual_entry,7.140733,195.2,3.406262,bystander
613,9/19/2025,5:59,Community Center,Closed,TRUE,9/19/2025 7:00,9/22/2025 2:00,Ibadan,Child Abuse,Critical,8,Female,Partner,Counseling,My teacher beats me with a cane almost every day for small mistakes. I have marks on my back and legs. I am afraid to go to school.,TRUE,9/20/2025 5:00,Ibadan,low,manual_entry,7.369473,130.4,3.960853,victim
614,8/24/2025,17:03,Dashboard,Closed,TRUE,8/24/2025 7:00,8/26/2025 22:00,Enugu,Sexual Assault,Critical,48,Male,Stranger,Shelter,My roommate told me she was assaulted last week. She has been very withdrawn since then. I convinced her to let me report so she can get support.,TRUE,8/24/2025 14:00,Enugu,medium,gps,6.448159,21,7.523822,bystander
615,9/20/2025,0:30,Hotline,Ongoing,FALSE,9/21/2025 10:00,9/22/2025 19:00,Kaduna,Child Abuse,Critical,23,Female,Stranger,Legal Aid,I am 14 years old. My father beats me and my siblings severely. He broke my arm last month. I need someone to help us.,TRUE,9/21/2025 14:00,Kaduna,low,manual_entry,10.558898,55.9,7.407433,victim
616,9/20/2025,5:42,Hotline,Closed,TRUE,9/20/2025 6:00,9/22/2025 18:00,Enugu,Others,Critical,69,Female,Stranger,Shelter,Someone broke into my home while I was inside and threatened me. I escaped through a window. I am currently staying with a relative.,TRUE,9/21/2025 3:00,Enugu,medium,manual_entry,6.49781,419.9,7.519395,victim
617,9/20/2025,7:55,Community Center,Ongoing,FALSE,9/20/2025 18:00,9/23/2025 14:00,Kano,Others,Critical,64,Female,Teacher,Legal Aid,I was robbed at gunpoint and the attacker hit me on the head before running away. I managed to get to safety but I am injured and still shaking.,TRUE,9/20/2025 20:00,Kano,low,manual_entry,11.97351,475.1,8.545113,victim
618,9/20/2025,11:16,Hotline,Ongoing,TRUE,9/21/2025 23:00,9/23/2025 5:00,Enugu,Domestic Violence,Medium,13,Female,Teacher,Medical Care,"This has been happening for two years. I finally found the courage to report. He controls everything — money, movement. I need support to leave.",TRUE,9/22/2025 3:00,Enugu,low,manual_entry,6.473567,306.5,7.533253,victim
619,9/21/2025,18:03,Mobile App,Ongoing,FALSE,9/23/2025 0:00,9/26/2025 0:00,Port Harcourt,Others,High,17,Female,Employer,Medical Care,I heard a loud argument followed by screaming from a nearby building. When I went to check I found someone badly hurt. I called for help and I am also reporting here.,TRUE,9/23/2025 2:00,Port Harcourt,medium,gps,4.852036,13.9,7.047121,bystander
620,9/22/2025,11:35,Community Center,Ongoing,FALSE,9/22/2025 7:00,9/23/2025 5:00,Onitsha,Domestic Violence,High,31,Female,Spouse,Counseling,I witnessed the man beating his wife in the compound. She fell down. She told me not to report but I am very worried about her safety.,FALSE,,Onitsha,medium,manual_entry,6.189619,345.9,6.755553,bystander
621,9/10/2025,13:08,Mobile App,Closed,FALSE,9/10/2025 21:00,9/13/2025 20:00,Port Harcourt,Child Abuse,Critical,48,Female,Spouse,Counseling,I am a teacher. One of my students has been coming to school with visible injuries and seems very withdrawn. I suspect abuse at home.,TRUE,9/11/2025 8:00,Port Harcourt,high,gps,4.852462,24.1,7.07746,bystander
622,9/6/2025,18:58,Hotline,Ongoing,FALSE,9/7/2025 15:00,9/8/2025 22:00,Kaduna,Others,Low,19,Female,Employer,Counseling,I heard a loud argument followed by screaming from a nearby building. When I went to check I found someone badly hurt. I called for help and I am also reporting here.,TRUE,9/7/2025 19:00,Kaduna,medium,manual_entry,10.537592,212,7.450978,bystander
623,9/23/2025,19:44,Community Center,Closed,TRUE,9/24/2025 2:00,9/24/2025 3:00,Uyo,Child Abuse,Critical,58,Female,Stranger,Legal Aid,The man my mother is staying with does bad things to me when she is not around. I do not know who else to tell.,TRUE,9/25/2025 2:00,Uyo,medium,manual_entry,5.063802,318.1,7.925422,victim
624,9/24/2025,2:42,Mobile App,Ongoing,TRUE,9/24/2025 1:00,9/25/2025 16:00,Kano,Sexual Assault,High,20,Male,Relative,Shelter,I found my younger sister crying and she told me what happened to her. She does not want our parents to know. I am reporting because she needs help.,FALSE,,Kano,high,gps,11.965324,5.5,8.545253,bystander
625,9/24/2025,4:31,Dashboard,Closed,FALSE,9/24/2025 7:00,9/24/2025 12:00,Port Harcourt,Sexual Assault,High,23,Female,Spouse,Shelter,My uncle assaulted me last weekend when everyone else had gone out. I could not scream. I have not been able to eat or sleep since then.,TRUE,9/24/2025 22:00,Port Harcourt,high,gps,4.857685,11.6,7.061465,victim
626,9/25/2025,5:26,Hotline,Closed,FALSE,9/25/2025 17:00,9/27/2025 8:00,Bauchi,Sexual Assault,Critical,62,Male,Teacher,Legal Aid,My roommate told me she was assaulted last week. She has been very withdrawn since then. I convinced her to let me report so she can get support.,TRUE,9/25/2025 20:00,Bauchi,low,manual_entry,10.345454,380.4,9.842352,bystander
627,9/25/2025,17:43,Dashboard,Ongoing,FALSE,9/25/2025 12:00,9/28/2025 3:00,Kaduna,Domestic Violence,High,49,Female,Partner,Legal Aid,"This has been happening for two years. I finally found the courage to report. He controls everything — money, movement. I need support to leave.",FALSE,,Kaduna,medium,gps,10.472231,25.5,7.379019,victim
628,9/25/2025,23:22,Mobile App,Ongoing,FALSE,9/26/2025 18:00,9/28/2025 9:00,Lagos,Sexual Assault,High,50,Female,Guardian,Medical Care,A woman came to my door last night looking terrified. She said she had been assaulted nearby. I let her in and I am reporting on her behalf.,TRUE,9/27/2025 4:00,Lagos,high,gps,6.542957,28,3.372231,bystander
629,9/26/2025,23:39,Mobile App,Ongoing,TRUE,9/27/2025 4:00,9/29/2025 10:00,Jos,Domestic Violence,High,19,Female,Neighbor,Legal Aid,He came home drunk and started hitting me. My children were watching. I am hiding with them in the backyard. Please come quickly.,FALSE,,Jos,high,gps,9.866552,23.7,8.857459,victim
630,9/27/2025,1:18,Mobile App,Closed,FALSE,9/28/2025 17:00,9/30/2025 18:00,Onitsha,Sexual Assault,High,40,Female,Relative,Legal Aid,I was drugged at a party and woke up realising something had happened to me. I am confused and scared. I do not know what to do or who to tell.,TRUE,9/28/2025 19:00,Onitsha,high,gps,6.099221,13,6.795197,victim
631,8/28/2025,2:02,Community Center,Ongoing,FALSE,8/29/2025 9:00,8/30/2025 14:00,Lagos,Sexual Assault,Critical,10,Female,Spouse,Shelter,My uncle assaulted me last weekend when everyone else had gone out. I could not scream. I have not been able to eat or sleep since then.,TRUE,8/29/2025 20:00,Lagos,medium,manual_entry,6.501299,487,3.408956,victim
632,9/27/2025,11:17,Community Center,Ongoing,TRUE,9/28/2025 4:00,9/29/2025 18:00,Abeokuta,Child Abuse,Critical,17,Female,Guardian,Shelter,I am 14 years old. My father beats me and my siblings severely. He broke my arm last month. I need someone to help us.,FALSE,,Abeokuta,medium,manual_entry,7.128536,87.1,3.357422,victim
633,9/28/2025,1:20,Mobile App,Ongoing,FALSE,9/28/2025 17:00,9/29/2025 4:00,Uyo,Domestic Violence,High,20,Male,Employer,Medical Care,My colleague came to work today with a swollen eye. She said she fell but I do not believe her. I am reporting because I am concerned for her.,TRUE,9/29/2025 0:00,Uyo,high,gps,4.988862,24.1,7.870045,bystander
634,9/28/2025,8:08,Hotline,Closed,FALSE,9/28/2025 13:00,10/1/2025 4:00,Ibadan,Harassment,Low,31,Female,Partner,Legal Aid,"A man followed me from the bus stop all the way to my street, making sexual remarks. I had to enter a shop to escape him. I am still shaking.",TRUE,9/29/2025 2:00,Ibadan,low,manual_entry,7.366749,302.5,3.944994,victim
635,9/28/2025,11:18,Community Center,Ongoing,FALSE,9/28/2025 5:00,9/29/2025 16:00,Lagos,Domestic Violence,High,14,Female,Colleague,Counseling,I was passing by and saw a man dragging a woman by the hair into a house. She was crying. Other people just walked past. I had to report this.,FALSE,,Lagos,low,manual_entry,6.534402,100.6,3.358366,bystander
